Date,Open,High,Low,Close,Volume,Adj Close
2012-01-12,32.90002,32.99997,32.30997,32.42501,1564500,40.14102
2012-01-13,32.55498,32.75003,32.20001,32.52002,1130500,40.25865
2012-01-16,32.50501,33.61997,32.45003,33.35001,1448900,41.28614
2012-01-17,33.60003,33.86999,33.45003,33.67002,1590600,41.6823
2012-01-18,34.37503,34.68003,32.50001,32.50001,4823900,40.23387
2012-01-19,32.94499,33.06503,32.59502,32.63999,1887500,40.40716
2012-01-20,32.91003,33.035,32.46998,32.92997,1907500,40.76615
2012-01-23,33.30997,33.74001,33.08497,33.62998,1229900,41.63273
2012-01-24,33.48999,33.74502,33.26,33.54497,1136900,41.5275
2012-01-25,33.69997,33.725,32.91003,32.955,959700,40.79713
2012-01-26,32.91496,33.35501,32.71499,33.22003,1018000,41.12523
2012-01-27,32.84997,33.20001,32.65,32.76496,1270900,40.56187
2012-01-30,32.50001,33.07004,32.45003,32.67503,1031000,40.45053
2012-01-31,32.78999,33.01999,32.71499,32.83503,982800,40.64861
2012-02-01,33.02499,33.73501,33.02499,33.54497,1005200,41.5275
2012-02-02,33.65,33.98503,33.43502,33.91496,1062300,41.98552
2012-02-03,33.89001,34.63498,33.8,34.60003,1266200,42.83362
2012-02-06,34.32498,34.92497,34.20502,34.40999,1479700,42.59836
2012-02-07,34.28502,34.45496,33.98503,34.04501,1098200,42.14652
2012-02-08,34.15497,34.37503,33.99997,33.99997,714000,42.09076
2012-02-09,34.17999,34.46997,34.035,34.17999,899000,42.31363
2012-02-10,34.01999,34.99003,33.99997,34.58001,1820400,42.80883
2012-02-13,34.45003,34.68003,33.8,34.115,918000,42.23317
2012-02-14,34.17999,34.74001,34.03,34.53997,1303300,42.75927
2012-02-15,35.00004,35.37503,34.84504,35.00997,1191500,43.34112
2012-02-16,34.84997,35.39998,34.59502,35.39998,1051600,43.82393
2012-02-17,35.69004,35.97501,35.41499,35.495,1293500,43.94156
2012-02-20,35.47998,36.02999,35.35501,35.805,652800,44.32533
2012-02-21,35.86999,35.86999,34.90002,35.20001,1126300,43.57637
2012-02-22,35.06503,35.17999,34.59502,34.74001,1074400,43.00692
2012-02-23,34.75002,35.22496,34.60503,34.69997,1162400,42.95735
2012-02-24,34.78498,34.94999,34.51001,34.54997,737300,42.77165
2012-02-27,34.28001,34.47498,33.88,34.35001,1033200,42.5241
2012-02-28,34.51502,35.32498,34.5,35.32498,1230600,43.73108
2012-02-29,35.38504,35.50501,34.48999,34.5,1625300,42.70979
2012-03-01,34.19501,34.40499,33.94999,34.185,1169600,42.31982
2012-03-02,34.08497,34.46997,34.07504,34.38497,783900,42.56738
2012-03-05,34.37003,34.37003,33.78999,33.84997,998800,41.90507
2012-03-06,34.06002,34.21002,33.58501,33.77497,1426700,41.81223
2012-03-07,34.23997,34.76496,33.65,34.67002,1450700,42.92027
2012-03-08,34.75503,35.07496,34.55498,35.00997,1087200,43.34112
2012-03-09,35.09999,35.59502,34.70498,35.44002,965400,43.8735
2012-03-12,35.55498,35.74001,35.23997,35.45996,686000,43.89819
2012-03-13,35.62497,36.37002,35.53997,36.195,1114900,44.80814
2012-03-14,36.30003,36.55998,36.06503,36.22496,950700,44.84522
2012-03-15,36.35001,36.79999,36.35001,36.79999,922700,45.5571
2012-03-16,36.73501,36.89001,36.34,36.61997,1288600,45.33423
2012-03-19,36.78498,37.05502,36.51001,36.60003,798400,45.30954
2012-03-20,36.59502,36.59502,35.99003,36.36502,736300,45.01862
2012-03-21,37.25999,37.30003,36.73,36.93497,1633300,45.7242
2012-03-22,36.60003,36.60003,36.06002,36.21002,1422600,44.82673
2012-03-23,36.24498,36.44002,35.75002,36.035,998300,44.61006
2012-03-26,36.20501,36.58,35.92997,36.575,833900,45.27856
2012-03-27,36.63999,36.89001,36.425,36.86999,1098000,45.64375
2012-03-28,36.77997,37.28001,36.61496,37.04,1224300,45.85422
2012-03-29,36.83002,37.01498,36.59001,36.79999,1200800,45.5571
2012-03-30,37.31004,37.68003,37.20001,37.47998,1555000,46.3989
2012-04-02,37.68003,38.29502,37.54997,38.21502,1435900,47.30886
2012-04-03,38.01998,38.16497,37.59502,37.69997,1342500,46.67124
2012-04-04,37.60002,37.70497,36.40999,36.45503,1549600,45.13005
2012-04-05,36.52002,36.95499,36.47497,36.88,932500,45.65614
2012-04-06,36.88,36.88,36.88,36.88,0,45.65614
2012-04-09,36.88,36.88,36.88,36.88,0,45.65614
2012-04-10,36.75002,36.86999,36.27,36.46997,794300,45.14854
2012-04-11,36.31998,36.53003,35.69004,36.13002,1450300,44.72769
2012-04-12,36.43501,37.22503,36.14503,37.14503,1567700,45.98424
2012-04-13,37.12001,37.39497,36.91503,37.21002,1064600,46.06469
2012-04-16,37.06503,37.76003,36.86999,37.61997,1323000,46.5722
2012-04-17,37.40498,37.94999,37.20501,37.91996,1357600,46.94358
2012-04-18,36.5,37.32498,36.39998,37.32498,3491000,46.20701
2012-04-19,37.78998,39.25999,37.76496,38.38504,3167200,47.51933
2012-04-20,38.21502,38.45003,37.71498,38.20001,1556800,47.29027
2012-04-23,37.5,37.5,36.60503,36.68996,1490400,45.42088
2012-04-24,36.64499,37.45996,36.62998,36.84997,1178100,45.61896
2012-04-25,36.91503,37.64499,36.89001,37.13001,1043600,45.96565
2012-04-26,37.39497,38.805,37.32498,38.79999,2108200,48.03302
2012-04-27,38.48498,38.95499,38.00004,38.24998,1422500,47.78838
2012-04-30,38.21002,38.65,37.89501,38.44002,874900,48.02581
2012-05-01,38.44002,38.44002,38.44002,38.44002,0,48.02581
2012-05-02,38.94999,39.05001,38.16998,38.265,1149900,47.80714
2012-05-03,38.41499,38.60503,38.06002,38.24498,788500,47.78213
2012-05-04,38.09998,38.53003,37.20501,37.29002,1002100,46.58904
2012-05-07,36.69997,37.83002,36.50501,37.69004,528000,47.08881
2012-05-08,37.64499,37.81,36.78498,36.84003,822000,46.02684
2012-05-09,37.15997,37.23997,36.55998,36.81,945400,45.98932
2012-05-10,37.20001,37.20001,36.37002,36.84997,1018500,46.03925
2012-05-11,36.82001,37.81,36.65,37.74001,946100,47.15124
2012-05-14,37.495,37.495,36.38997,36.70998,1212400,45.86435
2012-05-15,37.04,37.31004,36.63498,37.20001,1167700,46.47658
2012-05-16,37.05001,37.62497,36.71999,36.78998,1525400,45.96431
2012-05-17,36.84997,36.84997,35.85998,35.85998,1318900,44.80239
2012-05-18,36.29503,36.30003,35.32498,35.56499,1587400,44.43384
2012-05-21,35.30997,36.21002,35.25499,35.67002,901800,44.56506
2012-05-22,36.07997,36.83002,35.94999,36.73,1079900,45.88937
2012-05-23,36.66001,36.67502,36.06503,36.24498,1129000,45.28339
2012-05-24,36.69997,37.07003,36.37002,36.92997,1109900,46.1392
2012-05-25,37.05502,37.44502,36.21503,36.575,1061400,45.69571
2012-05-28,36.85497,37.42,36.76496,37.23497,536000,46.52026
2012-05-29,37.38997,37.96,37.38997,37.735,1124600,47.14499
2012-05-30,37.47498,37.68003,37.00997,37.14996,1140100,46.41405
2012-05-31,37.05001,37.28001,36.77997,37.09999,1518200,46.35162
2012-06-01,37.09999,37.19,35.57,35.92997,1989100,44.88983
2012-06-04,35.23997,35.53003,34.70998,35.16498,1363400,43.93407
2012-06-05,35.44002,36.22996,35.38997,36.17498,1093200,45.19595
2012-06-06,36.5,37.31004,36.24998,37.29002,1526000,46.58904
2012-06-07,37.55498,38.30496,37.16497,38.01998,1831100,47.50103
2012-06-08,37.50501,38.39997,37.45503,38.33999,1409800,47.90084
2012-06-11,38.76003,38.90001,38.38003,38.575,1141000,48.19445
2012-06-12,38.33999,38.87999,38.01998,38.87999,1194600,48.5755
2012-06-13,39.01998,39.93497,39.01998,39.74501,1904800,49.65623
2012-06-14,39.63998,39.68503,38.86998,39.12,1854700,48.87536
2012-06-15,38.91503,39.42,38.85497,39.20001,12898800,48.97532
2012-06-18,39.64999,39.85004,39.40999,39.67001,2543600,49.56253
2012-06-19,39.99003,40.31497,39.77496,40.20001,2493800,50.22469
2012-06-20,40.30003,40.31004,39.76996,39.94998,1649400,49.91232
2012-06-21,39.75502,41.43501,39.60002,40.87499,2378400,51.06799
2012-06-22,40.32497,40.54997,39.5,39.71999,3069200,49.62497
2012-06-25,39.39998,39.63498,39.04501,39.06502,2224000,48.80668
2012-06-26,39.15003,39.51501,38.15496,38.23496,1895300,47.76962
2012-06-27,38.66501,39.505,38.39997,39.5,1662000,49.35012
2012-06-28,39.41499,39.5,38.53003,39.00496,1164100,48.73164
2012-06-29,39.76996,40.22996,39.35501,40.06502,1930900,50.05605
2012-07-02,40.44502,41.39997,40.30003,41.30003,1727500,51.59902
2012-07-03,41.35,41.86998,41.07003,41.86998,1189400,52.3111
2012-07-04,41.655,42.05001,41.505,42.05001,748500,52.53603
2012-07-05,41.89,41.99002,41.30003,41.76996,1373800,52.18614
2012-07-06,41.5,41.79999,40.47998,40.47998,1237600,50.57448
2012-07-09,40.26499,40.39997,39.61003,39.74501,1359400,49.65623
2012-07-10,43.22503,44.125,42.30003,43.15003,6252600,53.91036
2012-07-11,42.90001,43.18999,41.85497,41.99996,2339600,52.47349
2012-07-12,41.64499,42.40498,41.07503,41.54004,1823100,51.89888
2012-07-13,41.39497,41.76996,40.91002,41.55998,1495600,51.9238
2012-07-16,41.75001,42.00496,41.40498,41.70497,1161400,52.10495
2012-07-17,41.62997,42.44502,41.29002,41.41999,1256900,51.7489
2012-07-18,41.24998,44.36001,40.5,44.23003,3163200,55.25968
2012-07-19,44.36001,45.965,43.815,45.40998,2775500,56.73387
2012-07-20,44.79999,46.13501,44.79999,45.58,3054500,56.94629
2012-07-23,45.045,45.41498,44.78497,45.31504,1759100,56.61526
2012-07-24,45.70997,45.72498,44.58,45.2,1868400,56.47153
2012-07-25,44.90001,46.01997,44.62004,45.22002,1690700,56.49654
2012-07-26,44.97501,46.24997,44.63998,46.19499,1900100,57.71465
2012-07-27,46.60001,47.15996,46.05,46.94998,1546300,58.6579
2012-07-30,47.24997,48.33498,47.05,48.13501,1501000,60.13844
2012-07-31,48.07503,48.24997,47.22002,47.22002,1462600,58.99528
2012-08-01,46.93004,47.30002,46.40998,46.55004,1536800,58.15823
2012-08-02,46.32497,47.11499,45.62997,45.76503,2347100,57.17746
2012-08-03,45.90001,47.39997,45.78997,47.13501,1498500,58.88907
2012-08-06,47.41498,47.77003,45.29001,45.41498,2254800,56.74013
2012-08-07,45.49999,46.94497,45.08997,46.71498,1855000,58.3643
2012-08-08,46.49999,46.64498,45.64999,46.30503,1299900,57.85212
2012-08-09,46.69996,47.02998,46.25998,47.00003,1131000,58.72044
2012-08-10,47.00003,47.125,46.38503,46.77003,1092800,58.43308
2012-08-13,46.59501,46.68502,45.86998,46.09497,682300,57.58968
2012-08-14,46.49999,46.90501,46.22002,46.79998,906500,58.4705
2012-08-15,46.45002,47.09998,46.25498,46.96499,950800,58.67666
2012-08-16,46.86997,46.97,46.16997,46.41999,1165700,57.99575
2012-08-17,46.78497,47.06502,46.57999,46.95498,1466800,58.66416
2012-08-20,47.00003,47.09998,46.77003,46.90001,1028800,58.59547
2012-08-21,46.98001,47.40998,46.84002,47.30002,1027700,59.09524
2012-08-22,46.86997,47.18498,46.47004,46.74,1062700,58.39556
2012-08-23,47.00003,47.18999,45.965,46.10998,1487900,57.60844
2012-08-24,46.13501,46.30002,45.76503,46.15003,822000,57.65847
2012-08-27,46.15003,46.60001,45.82,46.30002,675900,57.84587
2012-08-28,45.83001,45.88499,44.54504,44.67001,1812400,55.80938
2012-08-29,44.70997,45.70004,44.39997,45.47497,1849700,56.81507
2012-08-30,45.28501,45.39997,44.74,44.90001,1015700,56.09673
2012-08-31,44.71998,45.2,44.53503,45.03499,1362000,56.26537
2012-09-03,45.01997,45.57499,44.70997,45.57499,748700,56.94003
2012-09-04,45.49499,45.54996,44.49999,44.60002,806000,55.72193
2012-09-05,44.39496,45.13501,44.24997,44.85997,1266800,56.04671
2012-09-06,44.25498,45.54996,44.05001,45.54996,1720000,56.90877
2012-09-07,45.93997,46.65499,43.87999,43.91002,3613700,54.85987
2012-09-10,44.30002,44.49999,43.66501,43.86497,1819900,54.80359
2012-09-11,43.44502,43.68502,43.16497,43.63998,1579100,54.52249
2012-09-12,43.49999,43.95499,43.05501,43.17498,2083700,53.94153
2012-09-13,43.15996,43.51501,42.95999,43.00997,1260800,53.73537
2012-09-14,43.75001,44.24004,43.32497,43.90001,1833400,54.84736
2012-09-17,43.505,43.94998,43.36001,43.77003,1045900,54.68497
2012-09-18,43.45503,43.83502,43.30002,43.43,1615300,54.26015
2012-09-19,42.85496,42.97,41.84003,42.12,3348200,52.62347
2012-09-20,41.75502,42.5,41.64999,42.2,1712400,52.72342
2012-09-21,42.24997,42.24997,41.05501,41.55497,3446500,51.91754
2012-09-24,41.09998,41.27,40.64999,40.97501,1322500,51.19295
2012-09-25,40.63998,41.99002,40.60002,41.94998,2664900,52.41106
2012-09-26,41.70998,41.77504,40.41999,40.56499,1697600,50.68068
2012-09-27,41.17998,42.16004,41.17498,41.86497,2143600,52.30485
2012-09-28,42.17498,42.40498,41.39004,41.59001,2046400,51.96132
2012-10-01,41.39997,42.16497,41.195,41.85004,1330000,52.28619
2012-10-02,41.48498,42.46003,41.25999,41.69996,1389800,52.09869
2012-10-03,41.345,42.60002,41.24998,42.46003,1760600,53.0483
2012-10-04,42.78497,43.27,42.56498,42.70997,1937000,53.36057
2012-10-05,43.05501,43.655,42.76996,43.24998,1785400,54.03523
2012-10-08,43.20501,43.49999,42.41499,42.46003,1133900,53.0483
2012-10-09,42.68002,42.84996,41.89,41.99996,1158800,52.47349
2012-10-10,41.99996,42.03499,41.39004,41.68002,1073000,52.07378
2012-10-11,41.23997,41.69003,40.92003,41.45503,1761200,51.79268
2012-10-12,40.84996,41.63498,40.68002,41.07003,2454100,51.31167
2012-10-15,40.94999,41.16497,40.16998,40.36502,1599200,50.43085
2012-10-16,40.89,41.51501,40.77997,41.31496,2158600,51.61768
2012-10-17,39.24998,40.93998,38.90001,39.14503,7777200,48.90663
2012-10-18,38.28001,39.90502,38.24998,39.44001,4618300,49.27518
2012-10-19,39.12,40.35501,38.965,40.02498,3636700,50.00602
2012-10-22,40.14002,41.45002,40.09998,41.15504,3026400,51.41788
2012-10-23,40.93497,41.02999,40.31997,40.5,2096100,50.59949
2012-10-24,40.78497,42.12,40.69003,41.57499,2781700,51.94256
2012-10-25,41.61996,42.14502,41.23997,41.99996,2061800,52.47349
2012-10-26,41.62997,42.57499,41.57499,42.14002,1571700,52.64848
2012-10-29,41.99996,42.53503,41.99996,42.48498,647900,53.07947
2012-10-30,42.47998,43.86998,42.47998,43.54496,1114600,54.40378
2012-10-31,43.52502,43.75001,42.07996,42.45002,1867700,53.03579
2012-11-01,42.39497,43.62496,42.35,43.22002,1748100,53.99781
2012-11-02,43.585,44.53503,43.425,44.09998,1742500,55.0972
2012-11-05,43.84503,44.04,43.61003,43.83002,722200,54.75991
2012-11-06,44.28,44.69003,44.17998,44.62004,1104700,55.74694
2012-11-07,44.79999,44.79999,43.41999,43.41999,1870500,54.24764
2012-11-08,43.82001,44.00496,43.39004,43.41498,1219400,54.24139
2012-11-09,43.31504,43.75001,43.01997,43.38503,1208600,54.20397
2012-11-12,43.64999,43.78997,43.39004,43.47497,562100,54.31633
2012-11-13,43.25999,43.66501,42.99503,43.56498,1252300,54.42879
2012-11-14,43.49999,44.30503,43.49999,43.74,1628900,54.64745
2012-11-15,43.33999,43.39004,42.21502,42.22002,2197500,52.74844
2012-11-16,42.25498,43.17998,42.07996,42.60502,2471400,53.22944
2012-11-19,43.17498,43.48498,43.08504,43.2,1428200,53.97279
2012-11-20,43.11499,43.82001,43.06002,43.585,1382400,54.4538
2012-11-21,43.37502,43.44502,42.97501,42.98502,1371000,53.7042
2012-11-22,43.01497,43.61996,42.97501,43.195,785000,53.96654
2012-11-23,43.15003,44.60002,43.15003,44.60002,3933900,55.72193
2012-11-26,45.46,46.8,45.455,45.875,3508600,44.13244
2012-11-27,46.11,47.73,46.11,47.27,3235200,45.47445
2012-11-28,47.17,47.17,46.49,47.12,1535700,45.33015
2012-11-29,47.58,48.8,47.58,48.21,3124200,46.37874
2012-11-30,48.03,48.87,47.88,48.04,2156900,46.2152
2012-12-03,48.15,48.62,48.035,48.265,1323900,46.43165
2012-12-04,47.62,47.955,46.8,47.04,3376400,45.25319
2012-12-05,47.17,47.75,47.0,47.325,2260300,45.52736
2012-12-06,47.635,48.09,47.51,47.95,1936800,46.12862
2012-12-07,48.3,48.85,48.275,48.85,2053100,46.99443
2012-12-10,48.86,49.355,48.29,49.15,1292800,47.28304
2012-12-11,49.395,49.95,49.145,49.36,1668900,47.48506
2012-12-12,49.4,49.5,48.415,48.5,2850300,46.65773
2012-12-13,48.61,48.72,48.1,48.315,1239700,46.47975
2012-12-14,48.14,48.75,47.69,48.15,1529200,46.32103
2012-12-17,48.41,49.66,48.19,48.3,1630600,46.46533
2012-12-18,48.585,48.64,48.07,48.345,1055300,46.50862
2012-12-19,48.585,49.12,48.395,48.585,1016900,46.7395
2012-12-20,48.5,48.89,48.07,48.815,925900,46.96076
2012-12-21,48.76,48.885,47.99,48.11,1816500,46.28254
2012-12-24,48.65,48.8,48.25,48.3,407300,46.46533
2012-12-25,48.3,48.3,48.3,48.3,0,46.46533
2012-12-26,48.3,48.3,48.3,48.3,0,46.46533
2012-12-27,48.0,48.22,47.0,48.0,856500,46.17672
2012-12-28,48.13,48.445,47.675,47.885,673700,46.06609
2012-12-31,48.0,48.48,47.52,48.0,339200,46.17672
2013-01-01,48.0,48.0,48.0,48.0,0,46.17672
2013-01-02,49.11,50.17,49.0,50.17,1726900,48.26429
2013-01-03,50.67,50.82,50.09,50.34,1167300,48.42784
2013-01-04,50.05,50.09,49.455,49.755,1152700,47.86506
2013-01-07,49.0,49.0,48.36,48.75,1525200,46.89823
2013-01-08,48.8,48.8,48.175,48.22,1114900,46.38837
2013-01-09,48.53,48.89,48.31,48.83,861600,46.9752
2013-01-10,48.8,49.29,48.3,48.57,1280000,46.72507
2013-01-11,49.0,49.48,48.7,48.975,1094200,47.11468
2013-01-14,49.185,49.37,48.2,48.425,858700,46.58558
2013-01-15,48.065,48.11,46.805,47.2,1718000,45.40711
2013-01-16,47.045,48.035,46.8,47.945,1181800,46.12381
2013-01-17,45.84,51.62,45.68,51.49,8975300,49.53416
2013-01-18,51.84,53.48,51.42,51.57,3377200,49.61111
2013-01-21,51.9,52.16,51.33,51.73,845000,49.76504
2013-01-22,52.0,52.84,51.91,52.54,1957200,50.54427
2013-01-23,52.07,52.56,51.6,51.82,1396600,49.85162
2013-01-24,52.0,53.35,51.58,53.07,1851200,51.05414
2013-01-25,53.24,54.7,52.84,54.7,2460400,52.62222
